dataset_id,timestamp,s_pop,o_pop,question,possible_answers,answer,confidence,correct,score,false_answer_flag,idk_flag
133,2026-01-01 17:10:54,3147,28389,What is Reinhold Mack's occupation?,"[""audio engineer"", ""recording engineer"", ""sound producer"", ""sound director"", ""sound engineer"", ""music engineer"", ""musical engineer"", ""record producer"", ""music producer"", ""composer""]",Record producer and sound engineer,0.9675,1,1,0,0
134,2026-01-01 17:10:56,155,24952,What is Del Quentin Wilber's occupation?,"[""journalist"", ""journo"", ""journalists""]",Investigative journalist and author,0.87,1,1,0,0
135,2026-01-01 17:10:58,201,23111,What is Pierre Pansu's occupation?,"[""mathematician""]",Mathematician,0.82,1,1,0,0
136,2026-01-01 17:10:59,199,11699,What is Larry Coon's occupation?,"[""computer scientist""]",Larry Coon is an American lawyer and basketball salary cap expert/author (notably known for his NBA salary cap FAQ).,0.9223,0,0,1,0
137,2026-01-01 17:11:01,78,25692,What is Masayoshi Nataniya's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Musician (Japanese singer-songwriter),0.59,0,0,1,0
138,2026-01-01 17:11:02,520,23111,What is Leonida Tonelli's occupation?,"[""mathematician""]",Mathematician,0.9725,1,1,0,0
139,2026-01-01 17:11:03,1118,24952,What is Judith Rakers's occupation?,"[""journalist"", ""journo"", ""journalists"", ""television presenter"", ""host"", ""hostess"", ""TV host"", ""television host"", ""TV presenter"", ""TV anchor"", ""television anchor""]",Journalist and television presenter,0.8467,1,1,0,0
140,2026-01-01 17:11:04,147,25692,What is Hiroyuki Arai's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.7,1,1,0,0
141,2026-01-01 17:11:08,61,24195,What is Ernst Timme's occupation?,"[""farmer"", ""agriculturist"", ""grower"", ""raiser"", ""cultivator"", ""agriculturer"", ""farmer (occupation)"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (American politician; Wisconsin state legislator),0.7742,1,1,0,0
142,2026-01-01 17:11:09,126,25692,What is Bill Kintner's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (former Nebraska state senator),0.75,1,1,0,0
143,2026-01-01 17:11:10,271,14886,What is Francesco Vettori's occupation?,"[""diplomat""]",Francesco Vettori was an Italian diplomat and politician (Florentine diplomat).,0.97,1,1,0,0
144,2026-01-01 17:11:12,1610,81374,What is Melinda Mullins's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.95,1,1,0,0
145,2026-01-01 17:11:13,267,16182,What is Tachibana no Moroe's occupation?,"[""poet"", ""poetess"", ""bard""]",He was a kugyō (high-ranking court noble) — a statesman / politician in the Nara period serving as a court minister.,0.9,0,0,1,0
146,2026-01-01 17:11:15,1543,81374,What is Susan Kent's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.52,1,1,0,0
147,2026-01-01 17:11:33,232,28389,What is Meyer Lutz's occupation?,"[""composer""]",Composer (and conductor),0.8321,1,1,0,0
148,2026-01-01 17:11:34,58,22447,What is Ludwig Lichtschein's occupation?,"[""rabbi"", ""Rav""]","I don't know — I couldn't find a reliable, specific source stating Ludwig Lichtschein's occupation.",0.1,0,0,1,1
149,2026-01-01 17:11:35,345519,58642,What is Will Smith's occupation?,"[""record producer"", ""music producer"", ""film director"", ""movie director"", ""director"", ""motion picture director"", ""film producer"", ""movie producer"", ""producer"", ""actor"", ""actress"", ""actors"", ""actresses""]","Actor, rapper, and film producer",0.88,1,1,0,0
150,2026-01-01 17:11:36,5299,25692,What is Marjorie Margolies-Mezvinsky's occupation?,"[""journalist"", ""journo"", ""journalists"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician (former U.S. Representative); she is also a journalist and author.,0.932,1,1,0,0
151,2026-01-01 17:11:37,21,10855,What is Władysław Sławny's occupation?,"[""photographer"", ""photog"", ""photographers""]",Photographer,0.98,1,1,0,0
152,2026-01-01 17:11:38,140,25692,What is Pierre Chatenet's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.8,1,1,0,0
153,2026-01-01 17:11:39,2116,8968,What is Friedrich Carl von Savigny's occupation?,"[""jurist""]",He was a jurist (legal scholar) and historian of law.,0.9786,1,1,0,0
154,2026-01-01 17:11:41,2622,26544,What is Luciano Vincenzoni's occupation?,"[""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",Screenwriter (Italian screenwriter),0.95,1,1,0,0
155,2026-01-01 17:11:42,1704,25550,What is Thandiswa Mazwai's occupation?,"[""songwriter"", ""song writer""]",Singer-songwriter (South African singer and musician),0.93,1,1,0,0
156,2026-01-01 17:11:43,9708,45772,What is Ameer Sultan's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""actor"", ""actress"", ""actors"", ""actresses""]",Film director (Indian film director and screenwriter),0.7823,1,1,0,0
157,2026-01-01 17:11:44,1621,25692,What is Wenceslao Vinzons's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Lawyer and politician,0.8142,1,1,0,0
158,2026-01-01 17:11:46,333,24952,What is Maurizio Belpietro's occupation?,"[""journalist"", ""journo"", ""journalists"", ""television presenter"", ""host"", ""hostess"", ""TV host"", ""television host"", ""TV presenter"", ""TV anchor"", ""television anchor""]",Italian journalist and newspaper editor,0.8421,1,1,0,0
159,2026-01-01 17:11:48,10374,42844,What is Dash's occupation?,"[""record producer"", ""music producer""]","I don’t have enough information to determine which ""Dash"" you mean. There are multiple characters and people named Dash (e.g., Dash Parr from The Incredibles is a child/superhero with super speed; Dash from Paddington is a dog; journalist Dash? sports figure?). Please specify which Dash (full name, work, or context) and I’ll answer.",0.25,0,0,1,1
160,2026-01-01 17:11:50,344,24952,What is Baton Haxhiu's occupation?,"[""journalist"", ""journo"", ""journalists""]",Journalist (editor and political commentator),0.884,1,1,0,0
161,2026-01-01 17:11:52,5158,28389,What is Johnson's occupation?,"[""composer""]","I don't have enough information to determine which ""Johnson"" you mean or their occupation. Please provide the full name or context (e.g., first name, profession, work, or a passage mentioning Johnson) and I will answer.",0.1,0,0,1,1
162,2026-01-01 17:11:54,542,20559,What is Samuel Wells Williams's occupation?,"[""missionary"", ""Christian missionary""]","American sinologist, missionary, linguist, and diplomat (Christian missionary and China scholar)",0.3625,1,1,0,0
163,2026-01-01 17:11:56,81,25692,What is Walter Köbel's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.74,1,1,0,0
164,2026-01-01 17:11:58,197,25692,What is Debbie Johnson's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","I don't have enough information to determine which Debbie Johnson you mean; there are multiple people with that name and occupations. Please provide more context (e.g., location, notable works, or affiliation) so I can answer.",0.12,0,0,1,1
165,2026-01-01 17:11:59,1852,81374,What is John Scurti's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.6944,1,1,0,0
166,2026-01-01 17:12:01,69,33483,What is John Barnes's occupation?,"[""monk"", ""monks""]",John Barnes is a former professional footballer (soccer player) and football manager; he has also worked as a sports commentator and pundit.,0.6337,0,0,1,0
167,2026-01-01 17:12:03,242,28389,What is Kekko Fornarelli's occupation?,"[""composer"", ""pianist""]",Jazz pianist and composer,0.8175,1,1,0,0
168,2026-01-01 17:12:05,406,42844,What is T Power's occupation?,"[""record producer"", ""music producer""]",T Power is a British electronic music producer and DJ.,0.88,1,1,0,0
169,2026-01-01 17:12:06,86,4483,What is Adil Shamoo's occupation?,"[""biochemist"", ""biological chemist""]",Adil Shamoo is a biochemist and bioethicist (professor of biochemistry and molecular biology and of bioethics).,0.89,1,1,0,0
170,2026-01-01 17:12:08,42,25692,What is Patrick Mulvany's occupation?,"[""farmer"", ""agriculturist"", ""grower"", ""raiser"", ""cultivator"", ""agriculturer"", ""farmer (occupation)"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Farmer and politician (Irish farmer and former Member of Parliament/Teachta Dála),0.09,1,1,0,0
171,2026-01-01 17:12:10,548,2296,What is Graham Collier's occupation?,"[""composer"", ""bandleader"", ""Wind band conductor"", ""Harmony orchestra leader""]","Jazz bassist, bandleader, and composer",0.8743,1,1,0,0
172,2026-01-01 17:27:22,85,24952,What is Arcangelo Ghisleri's occupation?,"[""journalist"", ""journo"", ""journalists""]",Italian politician and geographer (also noted as a journalist),0.44,1,1,0,0
173,2026-01-01 17:27:23,263,25692,What is Carlos María Ramírez's occupation?,"[""journalist"", ""journo"", ""journalists"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]","Lawyer, journalist, politician, and writer",0.68,1,1,0,0
174,2026-01-01 17:27:25,381,81374,What is Tina Sloan's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.62,1,1,0,0
175,2026-01-01 17:27:26,154,81374,What is Andrew Trischitta's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Physician (gastroenterologist),0.74,0,0,1,0
176,2026-01-01 17:27:29,1922,81374,What is Gerard Kennedy's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Politician,0.75,0,0,1,0
177,2026-01-01 17:27:31,98,10238,What is Giora Godik's occupation?,"[""impresario"", ""Talent Manager""]",Theatre producer and impresario,0.88,1,1,0,0
178,2026-01-01 17:27:32,208,81374,What is Lillian Lawrence's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress,0.9375,1,1,0,0
179,2026-01-01 17:27:34,150,6927,What is Philip Rosenberg's occupation?,"[""production designer"", ""art director"", ""artistic coordinator""]",I am not certain which Philip Rosenberg you mean; there are multiple people with that name. A notable Philip Rosenberg is a film and television producer (producer).,0.16,0,0,1,1
180,2026-01-01 17:27:37,1216,8836,What is Sudarshan Faakir's occupation?,"[""lyricist"", ""singer-lyricist""]",Sudarshan Faakir was an Indian Urdu poet and lyricist.,0.8625,1,1,0,0
181,2026-01-01 17:27:38,3556,45772,What is Shonali Bose's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]","Film director, screenwriter and producer",0.6394,1,1,0,0
182,2026-01-01 17:27:40,52017,28389,What is Bruce Cockburn's occupation?,"[""composer"", ""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter"", ""songwriter"", ""song writer""]",Singer-songwriter and guitarist (Canadian folk/rock musician),0.995,1,1,0,0
183,2026-01-01 17:27:41,462,8836,What is Archibald Thomas Pechey's occupation?,"[""lyricist"", ""singer-lyricist""]",He was an English novelist and lyricist (author and songwriter).,0.7,1,1,0,0
184,2026-01-01 17:27:43,45,25692,What is Thomas Challis's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Thomas Challis was a British politician who served as Lord Mayor of London (a civic politician/businessman).,0.1484,1,1,0,0
185,2026-01-01 17:27:45,10122,81374,What is Mariana Vicente's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actress and model (Puerto Rican beauty pageant titleholder — Miss Puerto Rico Universe 2010),0.6732,1,1,0,0
186,2026-01-01 17:27:47,152,14886,What is Huntington Wilson's occupation?,"[""diplomat""]",Diplomat (American diplomat and attorney),0.8275,1,1,0,0
187,2026-01-01 17:27:48,128,28389,What is Gaziza Zhubanova's occupation?,"[""composer""]",Composer,0.95,1,1,0,0
188,2026-01-01 17:27:50,447,25692,What is Ek Yi Oun's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Ek Yi Oun was a Cambodian politician who served as Prime Minister.,0.76,1,1,0,0
189,2026-01-01 17:27:51,758,42844,What is Benjamin Mount's occupation?,"[""record producer"", ""music producer""]",Benjamin Mount is an English retired professional boxer.,0.1176,0,0,1,0
190,2026-01-01 17:27:53,990,28389,What is Ivan Mládek's occupation?,"[""composer"", ""songwriter"", ""song writer""]","Czech musician, comedian, composer, singer, songwriter, and actor (primarily known as a musician/comedian)",0.86,1,1,0,0
191,2026-01-01 17:27:54,21931,45772,What is Bala's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]",I don’t have enough information to determine Bala’s occupation.,0.25,0,0,1,1
192,2026-01-01 17:27:55,700,81374,What is Steve Tom's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",Actor,0.68,1,1,0,0
193,2026-01-01 17:32:20,272,81374,What is Ilja Rosendahl's occupation?,"[""record producer"", ""music producer"", ""actor"", ""actress"", ""actors"", ""actresses""]","Musician (singer, songwriter), film producer and actor",0.635,1,1,0,0
194,2026-01-01 17:32:22,1186,45772,What is Ron Nyswaner's occupation?,"[""film director"", ""movie director"", ""director"", ""motion picture director"", ""screenwriter"", ""scenarist"", ""writer"", ""screen writer"", ""script writer"", ""scriptwriter""]","Screenwriter and film director (American screenwriter, playwright, and film director)",0.86,1,1,0,0
195,2026-01-01 17:32:23,285,25692,What is Thanasis Pafilis's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",Politician,0.992,1,1,0,0
196,2026-01-01 17:32:25,107,12368,What is Nicholas Sanduleak's occupation?,"[""astronomer""]",Astronomer,0.67,1,1,0,0
197,2026-01-01 17:32:26,56,20534,What is Christopher Butson's occupation?,"[""priest"", ""reverend"", ""priestess""]",Anglican bishop,0.9,0,0,1,0
198,2026-01-01 17:32:29,220,3476,What is Otto Frankel's occupation?,"[""geneticist""]",Geneticist,0.95,1,1,0,0
199,2026-01-01 17:32:30,257,25747,What is Hate Man's occupation?,"[""philosopher""]",He was a former stockbroker (later became a street philosopher/street person).,0.6825,1,1,0,0
200,2026-01-01 17:32:33,75,5896,What is Rich Brightman's occupation?,"[""singer-songwriter"", ""singer songwriter"", ""singer/songwriter"", ""singersongwriter"", ""singer-songwriter""]","I don't know — there isn't enough context to identify who ""Rich Brightman"" is or what his occupation is.",0.25,0,0,1,1
